video_id,group,topic,title,description,tags,category_id,published_at,duration,view_count,like_count,comment_count,duration_sec,tags_parsed
deSSaFWgaEQ,Game,LoL,2025 LCK AWARDS,"#LCK #ForOneLegacy

? LIVE & LIVE VOD
- LoL e스포츠 홈페이지:  https://lolesports.com/
- 네이버: https://sports.news.naver.com/esports/index.nhn
- SOOP: https://ch.sooplive.co.kr/aflol

? LCK 채널 구독 및 좋아요!
- LCK 공식 페이스북:  https://www.facebook.com/officiallck
- LCK 공식 인스타그램:  https://www.instagram.com/lckofficial/
- LCK 공식 틱톡 : https://tiktok.com/@lck_official
- LCK 공식 트위터 (영문):  https://twitter.com/LCK

* LCK 채널의 모든 영상은 라이엇 게임즈 코리아의 자산으로, 본 콘텐츠를 무단 복제, 도용하거나 상업적으로 이용하는 행위는 금지되며 이를 위반할 경우 관련법에 의거 법적 처벌을 받을 수 있음을 알려드립니다.",LCK|LCK Korea|롤챔스|티원|에욱|SNL|LCK썸네일|편집자|스크|T1|SKT|skt|t1|썸네일|DK|GEN|DRX|KT|HLE|POG|MVP|WORLDS|롤드컵|MSI|ALLSTAR|lck 서머|lck 썸머|lck 써머|lck 스프링|lck summer|lck spring|LSB|NS|한화생명|농심|케이티|젠지|아프리카|담원|브리온|Brion|BRO|므시|올스타|매드무비|위클리 코맨터리|MIC Check|MIC 첵|롤분토론|동준좌|클템|성캐|위클리 매드무비|전프시|오프더레코드|월드챔피언십|단톡|롤더넥|마이크체크|광동|광동프릭스|KDF|Kwangdong Freecs|베스트모먼트|롤리나잇|레알클래스|성캐쇼|LCK10주년|혓바닥터스|헬리오스|캡틴잭|빠른별|샤이|리브샌박|디플러스 기아|디플|플레임|시크릿보드룸|단군|리뷰데스크|포니|꼬꼬갓|고수진|배혜지|함예진|윤수빈|2023LCK|2023롤챔스|노페|후니|박진영,20,2025-12-19T12:03:57Z,PT2H24M51S,622704,0,1702,8691,LCK LCK Korea 롤챔스 티원 에욱 SNL LCK썸네일 편집자 스크 T1 SKT skt t1 썸네일 DK GEN DRX KT HLE POG MVP WORLDS 롤드컵 MSI ALLSTAR lck 서머 lck 썸머 lck 써머 lck 스프링 lck summer lck spring LSB NS 한화생명 농심 케이티 젠지 아프리카 담원 브리온 Brion BRO 므시 올스타 매드무비 위클리 코맨터리 MIC Check MIC 첵 롤분토론 동준좌 클템 성캐 위클리 매드무비 전프시 오프더레코드 월드챔피언십 단톡 롤더넥 마이크체크 광동 광동프릭스 KDF Kwangdong Freecs 베스트모먼트 롤리나잇 레알클래스 성캐쇼 LCK10주년 혓바닥터스 헬리오스 캡틴잭 빠른별 샤이 리브샌박 디플러스 기아 디플 플레임 시크릿보드룸 단군 리뷰데스크 포니 꼬꼬갓 고수진 배혜지 함예진 윤수빈 2023LCK 2023롤챔스 노페 후니 박진영
kV-2d4rKP74,Game,LoL,26.1패치 떡상한 챔피언 TOP15,"비지니스 메일: youtubeps@naver.com
* 유튜브, LOL.PS를 통한 다양한 광고 문의 가능합니다.

PS채널이 직접 운영하는 '리그오브레전드 포탈 사이트'
https://lol.ps/
챔피언 빌드 검색부터, PS표 티어리스트까지 실시간으로 확인하세요.

프로관전러 P.S 멤버십을 오픈하였습니다. https://www.youtube.com/channel/UCqI5lyTpC79pOy2D-VXAMdA/join

여러분의 후원은 저희에게 큰 힘이 됩니다.
==================================================
구독, 좋아요는 저희에게 큰 힘이 됩니다.
*프로선수들 솔랭플레이, 통계수치, 패치방향, 대회 관전을 종합하여 여러분께 최신 메타를 보기좋게 보여드립니다.*
*가끔 메타에 특별한게 없으면, 다양한 주제로 찾아뵙겠습니다*
==================================================
참고하는 사이트
1. lol.ps : 한국섭 데이터 관련해서는 모두 이곳에서 제공합니다.
2. 롤 공식 홈페이지 : 기본적인 설명툴, 이미지는 여기서 가져옵니다.
==================================================
솔랭 관전 영상의 1차 저작권은 라이엇게임즈에 있으며
이를 재 편집, 배포하는 행위는 2차 저작물 제작 행위로
저작권법의 보호를 받습니다.
또한 솔랭 관전영상을 편집하고 유튜브에 게시하는 행위에 대해
라이엇 게임즈에 가능하다는 답변을 받았습니다.
스트리밍 화면 사용 등은 최대한 지양하며,
간혹 사용하게 될 경우 철저히 본 스트리머에게 허락을 구합니다
==================================================
본 영상의 BGM 정보
Music provided by NoCopyrightSounds.
아웃트로 : Track: Jim Yosef - Fall With Me [NCS Release]
Watch: https://youtu.be/BG_W8Z74nG8
Free Download / Stream: http://ncs.io/FallWithMe

본 영상의 Tag 정보
#떡상 #TOP15 #26_1패치",리그오브레전드|LOL|관전|꿀챔프|프로관전러|lol.ps,20,2026-01-09T15:00:19Z,PT12M26S,310357,1813,452,746,리그오브레전드 LOL 관전 꿀챔프 프로관전러 lol.ps
714HqKsITEU,Game,LoL,롤하기 싫은 롤대남,"생방송 치지직 이 희태 https://chzzk.naver.com/6b1ff70103e31e1ac39bc9e0e4d6b576

#shorts #롤 #이희태",이희태|누누|누누와윌럼프|누누장인|누누강의|리그오브레전드|누누1위|정글누누|최상위|쇼츠|shorts|롤|천상계|롤대남|챌린저,20,2024-05-08T05:00:09Z,PT38S,2148489,21769,329,38,이희태 누누 누누와윌럼프 누누장인 누누강의 리그오브레전드 누누1위 정글누누 최상위 쇼츠 shorts 롤 천상계 롤대남 챌린저
HSuKOHVx38o,Game,LoL,GEN vs KT 매치 하이라이트 | 녹아웃 4강 Day1 | 2025 월드 챔피언십,"#Worlds2025 #LCK #LCKWIN #GEN #HLE #KT #T1

? LIVE & LIVE VOD
- LoL e스포츠 홈페이지:  https://lolesports.com/
- 네이버: https://sports.news.naver.com/esports/index.nhn
- SOOP: https://ch.sooplive.co.kr/aflol

? LCK 채널 구독 및 좋아요!
- LCK 공식 페이스북:  https://www.facebook.com/officiallck
- LCK 공식 인스타그램:  https://www.instagram.com/lckofficial/
- LCK 공식 틱톡 : https://tiktok.com/@lck_official
- LCK 공식 트위터 (영문):  https://twitter.com/LCK

* LCK 채널의 모든 영상은 라이엇 게임즈 코리아의 자산으로, 본 콘텐츠를 무단 복제, 도용하거나 상업적으로 이용하는 행위는 금지되며 이를 위반할 경우 관련법에 의거 법적 처벌을 받을 수 있음을 알려드립니다.",LCK|LCK Korea|롤챔스|티원|에욱|SNL|LCK썸네일|편집자|스크|T1|SKT|skt|t1|썸네일|DK|GEN|DRX|KT|HLE|POG|MVP|WORLDS|롤드컵|MSI|ALLSTAR|lck 서머|lck 썸머|lck 써머|lck 스프링|lck summer|lck spring|LSB|NS|한화생명|농심|케이티|젠지|아프리카|담원|브리온|Brion|BRO|므시|올스타|매드무비|위클리 코맨터리|MIC Check|MIC 첵|롤분토론|동준좌|클템|성캐|위클리 매드무비|전프시|오프더레코드|월드챔피언십|단톡|롤더넥|마이크체크|베스트모먼트|롤리나잇|성캐쇼|LCK10주년|혓바닥터스|헬리오스|캡틴잭|빠른별|샤이|디플러스 기아|디플|플레임|시크릿보드룸|단군|꼬꼬갓|고수진|배혜지|함예진|윤수빈|노페|후니|박진영|마이크|롤즈|위클리|롤하이라이트|DNF|DN Freecs|디엔프릭스|든프|프린스|BFX|BNK FearX|분석데스크|이은빈,20,2025-11-01T11:44:50Z,PT1H6M46S,714828,0,2184,4006,LCK LCK Korea 롤챔스 티원 에욱 SNL LCK썸네일 편집자 스크 T1 SKT skt t1 썸네일 DK GEN DRX KT HLE POG MVP WORLDS 롤드컵 MSI ALLSTAR lck 서머 lck 썸머 lck 써머 lck 스프링 lck summer lck spring LSB NS 한화생명 농심 케이티 젠지 아프리카 담원 브리온 Brion BRO 므시 올스타 매드무비 위클리 코맨터리 MIC Check MIC 첵 롤분토론 동준좌 클템 성캐 위클리 매드무비 전프시 오프더레코드 월드챔피언십 단톡 롤더넥 마이크체크 베스트모먼트 롤리나잇 성캐쇼 LCK10주년 혓바닥터스 헬리오스 캡틴잭 빠른별 샤이 디플러스 기아 디플 플레임 시크릿보드룸 단군 꼬꼬갓 고수진 배혜지 함예진 윤수빈 노페 후니 박진영 마이크 롤즈 위클리 롤하이라이트 DNF DN Freecs 디엔프릭스 든프 프린스 BFX BNK FearX 분석데스크 이은빈
LkASQGieQMI,Game,LoL,G2 vs TES | 녹아웃 스테이지 Day3 8강 | 2025 월드 챔피언십,"#Worlds2025 #LCK #LCKWIN #GEN #HLE #KT #T1

??플레이-인: 10월 14일
??스위스 스테이지: 10월 15~25일
??토너먼트 스테이지: 10월 28일~11월 2일
??결승전: 11월 9일

? LCK 스토어 신규 오픈: https://lckstore.com
다양한 상품을 지금 바로 온라인에서 확인하세요!

? LIVE & LIVE VOD
- LoL e스포츠 홈페이지:  https://lolesports.com/
- 네이버: https://sports.news.naver.com/esports/index.nhn
- SOOP: https://ch.sooplive.co.kr/aflol

? LCK 채널 구독 및 좋아요!
- LCK 공식 페이스북:  https://www.facebook.com/officiallck
- LCK 공식 인스타그램:  https://www.instagram.com/lckofficial/
- LCK 공식 틱톡 : https://tiktok.com/@lck_official
- LCK 공식 트위터 (영문):  https://twitter.com/LCK

* LCK 채널의 모든 영상은 라이엇 게임즈 코리아의 자산으로, 본 콘텐츠를 무단 복제, 도용하거나 상업적으로 이용하는 행위는 금지되며 이를 위반할 경우 관련법에 의거 법적 처벌을 받을 수 있음을 알려드립니다.",LCK|LCK Korea|롤챔스|티원|에욱|SNL|LCK썸네일|편집자|스크|T1|SKT|skt|t1|썸네일|DK|GEN|DRX|KT|HLE|POG|MVP|WORLDS|롤드컵|MSI|ALLSTAR|lck 서머|lck 썸머|lck 써머|lck 스프링|lck summer|lck spring|LSB|NS|한화생명|농심|케이티|젠지|아프리카|담원|브리온|Brion|BRO|므시|올스타|매드무비|위클리 코맨터리|MIC Check|MIC 첵|롤분토론|동준좌|클템|성캐|위클리 매드무비|전프시|오프더레코드|월드챔피언십|단톡|롤더넥|마이크체크|광동|광동프릭스|KDF|Kwangdong Freecs|베스트모먼트|롤리나잇|레알클래스|성캐쇼|LCK10주년|혓바닥터스|헬리오스|캡틴잭|빠른별|샤이|리브샌박|디플러스 기아|디플|플레임|시크릿보드룸|단군|리뷰데스크|포니|꼬꼬갓|고수진|배혜지|함예진|윤수빈|2023LCK|2023롤챔스|노페|후니|박진영,20,2025-10-30T10:53:47Z,PT4H33M10S,1857569,0,67,16390,LCK LCK Korea 롤챔스 티원 에욱 SNL LCK썸네일 편집자 스크 T1 SKT skt t1 썸네일 DK GEN DRX KT HLE POG MVP WORLDS 롤드컵 MSI ALLSTAR lck 서머 lck 썸머 lck 써머 lck 스프링 lck summer lck spring LSB NS 한화생명 농심 케이티 젠지 아프리카 담원 브리온 Brion BRO 므시 올스타 매드무비 위클리 코맨터리 MIC Check MIC 첵 롤분토론 동준좌 클템 성캐 위클리 매드무비 전프시 오프더레코드 월드챔피언십 단톡 롤더넥 마이크체크 광동 광동프릭스 KDF Kwangdong Freecs 베스트모먼트 롤리나잇 레알클래스 성캐쇼 LCK10주년 혓바닥터스 헬리오스 캡틴잭 빠른별 샤이 리브샌박 디플러스 기아 디플 플레임 시크릿보드룸 단군 리뷰데스크 포니 꼬꼬갓 고수진 배혜지 함예진 윤수빈 2023LCK 2023롤챔스 노페 후니 박진영
AoU1zNfv9HU,Game,LoL,[데마시아를 위하여] 2026 시즌 오프닝 인터뷰 | MID편,"#LCK #ForOneLegacy #2026시즌오프닝 #라인CK

디펜딩 챔피언, 황족 'MID'팀의 인터뷰와 함께
1월 9일 오후 6시에 진행되는 시즌 오프닝 매치에 많은 관심 부탁드립니다.
2026년, 새롭게 바뀌는 MID에 대해 더 알고 싶다면?
? https://www.youtube.com/watch?v=u6qdK6fjoqU

? LIVE & LIVE VOD
- LoL e스포츠 홈페이지:  https://lolesports.com/
- 치지직: https://m.site.naver.com/1Z0Bn
- SOOP: https://ch.sooplive.co.kr/aflol

? LCK 채널 구독 및 좋아요!
- LCK 공식 페이스북:  https://www.facebook.com/officiallck
- LCK 공식 인스타그램:  https://www.instagram.com/lckofficial/
- LCK 공식 틱톡 : https://tiktok.com/@lck_official
- LCK 공식 트위터 (영문):  https://twitter.com/LCK

* LCK 채널의 모든 영상은 라이엇 게임즈 코리아의 자산으로, 본 콘텐츠를 무단 복제, 도용하거나 상업적으로 이용하는 행위는 금지되며 이를 위반할 경우 관련법에 의거 법적 처벌을 받을 수 있음을 알려드립니다.",LCK|LCK Korea|롤챔스|리그오브레전드|LoL|티원|에욱|SNL|LCK썸네일|편집자|스크|T1|SKT|skt|t1|썸네일|DK|GEN|DRX|KT|HLE|POG|MVP|WORLDS|롤드컵|MSI|ALLSTAR|lck 서머|lck 썸머|lck 써머|lck 스프링|lck summer|lck spring|LSB|NS|한화생명|농심|케이티|젠지|아프리카|담원|브리온|Brion|BRO|므시|올스타|매드무비|위클리 코맨터리|MIC Check|MIC 첵|롤분토론|동준좌|클템|성캐|위클리 매드무비|전프시|오프더레코드|월드챔피언십|단톡|롤더넥|마이크체크|베스트모먼트|롤리나잇|성캐쇼|혓바닥터스|헬리오스|캡틴잭|빠른별|샤이|디플러스 기아|디플|플레임|시크릿보드룸|단군|꼬꼬갓|고수진|배혜지|함예진|윤수빈|노페|후니|박진영|마이크|롤즈|위클리|롤하이라이트|DNF|DN Freecs|디엔프릭스|든프|프린스|BFX|BNK FearX|분석데스크|이은빈,20,2026-01-06T08:15:41Z,PT5M57S,634557,0,1028,357,LCK LCK Korea 롤챔스 리그오브레전드 LoL 티원 에욱 SNL LCK썸네일 편집자 스크 T1 SKT skt t1 썸네일 DK GEN DRX KT HLE POG MVP WORLDS 롤드컵 MSI ALLSTAR lck 서머 lck 썸머 lck 써머 lck 스프링 lck summer lck spring LSB NS 한화생명 농심 케이티 젠지 아프리카 담원 브리온 Brion BRO 므시 올스타 매드무비 위클리 코맨터리 MIC Check MIC 첵 롤분토론 동준좌 클템 성캐 위클리 매드무비 전프시 오프더레코드 월드챔피언십 단톡 롤더넥 마이크체크 베스트모먼트 롤리나잇 성캐쇼 혓바닥터스 헬리오스 캡틴잭 빠른별 샤이 디플러스 기아 디플 플레임 시크릿보드룸 단군 꼬꼬갓 고수진 배혜지 함예진 윤수빈 노페 후니 박진영 마이크 롤즈 위클리 롤하이라이트 DNF DN Freecs 디엔프릭스 든프 프린스 BFX BNK FearX 분석데스크 이은빈
ZkL_5KXhYcA,Game,LoL,캐니언 제이스 정글 | 초반부터 압박 #lck #leagueoflegends #리그오브레전드 #shots #canyon #gen #gencanyon,"이와 같은 더 많은 동영상을 보려면 좋아요와 구독을 눌러주세요! ??를 클릭하는 것을 잊지 마세요. Bell이 알림반에 합류합니다! 크레딧 목록에 오류가 있거나 이 비디오에 다른 문제가 있습니까? 이메일을 보내주시면 문제를 해결하기 위해 최선을 다하겠습니다. 이메일:
LIKE and SUBSCRIBE for more videos like this!
저작권 사유와 YTB 정책에 대해선 공감하는 표정을 지어야 합니다!
You must show empathy for copyright reasons and YTB policies!
Don't forget to click the ?? Bell to join Notification Squad!
See a mistake in the credit list or any other problem with this video? Please email us and we'll do our best to resolve your issue. Email: royaaenket@gmail.com
캐니언 제이스 정글 | 초반부터 압박
#canyon #gen #gencayon #lck #leagueoflegends #드레이븐장인 #리그오브레전드 #shots",Canyon|Chovy|Faker|Keria|Oner|Kiin|Lehends|Gumayusi|Zeus|Peyz|ShowMaker|Deft|T1 Faker|T1 Gumayusi|Gen Canyon|Gen Chovy|Gen Peyz|T1 구마유시|T1 페이커|T1제우스|T1 케리아|쵸비|깊은 협곡|페이즈|페이커 vs 쵸비|리그 오브 레전드|페이커 vs 쵸비 누가 이길까?|캐니언과 쵸비는 완벽한 커플이에요|Chovy stream highlights|Chovy 스트림 하이라이트|Canyon stream highlights|캐니언 스트림 하이라이트|lck highlights|t1 vs dk higlights|T1 higlights|faker vs chovy|chovy vs faker|t1 vs gen|Faker stream higlights|Gumayusi stream higlights,20,2026-02-02T14:29:15Z,PT1M,10979,38,1,60,Canyon Chovy Faker Keria Oner Kiin Lehends Gumayusi Zeus Peyz ShowMaker Deft T1 Faker T1 Gumayusi Gen Canyon Gen Chovy Gen Peyz T1 구마유시 T1 페이커 T1제우스 T1 케리아 쵸비 깊은 협곡 페이즈 페이커 vs 쵸비 리그 오브 레전드 페이커 vs 쵸비 누가 이길까? 캐니언과 쵸비는 완벽한 커플이에요 Chovy stream highlights Chovy 스트림 하이라이트 Canyon stream highlights 캐니언 스트림 하이라이트 lck highlights t1 vs dk higlights T1 higlights faker vs chovy chovy vs faker t1 vs gen Faker stream higlights Gumayusi stream higlights
egt3nn1HTAg,Game,LoL,너희가 미쳤구나 라이엇 돈 많이 된다.. 26.2 패치 본섭 적용!,"안녕하세요 해도리입니다!

26.2 패치가 본섭에 적용되었습니다.

앞으로도 신규 정보 계속해서 업데이트 할 예정입니다.

'구독' 하시고 유익한 정보 꾸준히 받아보시길 바랍니다!

BGM : UNIVERSAL

00:00 밸런싱 내역
02:23 봄의 꽃잎 신스킨
04:46 불꽃놀이 신스킨",LOL|lol|리그오브레전드|엘오엘|스킬|장인|롤 패치|롤 패치노트|롤박사 해도리|해도리|pbe|pbe 패치노트|리메이크|롤 pbe 패치노트|롤 매드무비|lck|롤챔스|페이커|롤드컵|원딜|롤 배치|롤 랭크|롤 강의|롤 영상|T1|프리시즌|롤 프리시즌|신챔|신챔프|롤 스몰더|롤 시즌|롤 아이템|롤 대격변|롤 스플릿|수락 버튼|자헨|신챔 자헨|신챔프 자헨|롤 자헨|롤 새시즌|롤 데마시아|롤 데마시아 시즌|롤 26시즌|롤 신템|롤 신규 아이템|롤 아이템 패치|마법공학 총검|해도리 데마시아|해도리 다음시즌|롤 다음시즌|롤 배치고사|26.2 패치|롤 26.2 패치|롤 26.2 패치노트|해도리 26.2|불꽃놀이 신스킨|봄의 꽃잎 신스킨|봄의 꽃잎|롤 불꽃놀이|아우솔 신화급|아우솔 신스킨|바루스|탑바루스,20,2026-01-21T20:14:21Z,PT7M41S,158154,890,719,461,LOL lol 리그오브레전드 엘오엘 스킬 장인 롤 패치 롤 패치노트 롤박사 해도리 해도리 pbe pbe 패치노트 리메이크 롤 pbe 패치노트 롤 매드무비 lck 롤챔스 페이커 롤드컵 원딜 롤 배치 롤 랭크 롤 강의 롤 영상 T1 프리시즌 롤 프리시즌 신챔 신챔프 롤 스몰더 롤 시즌 롤 아이템 롤 대격변 롤 스플릿 수락 버튼 자헨 신챔 자헨 신챔프 자헨 롤 자헨 롤 새시즌 롤 데마시아 롤 데마시아 시즌 롤 26시즌 롤 신템 롤 신규 아이템 롤 아이템 패치 마법공학 총검 해도리 데마시아 해도리 다음시즌 롤 다음시즌 롤 배치고사 26.2 패치 롤 26.2 패치 롤 26.2 패치노트 해도리 26.2 불꽃놀이 신스킨 봄의 꽃잎 신스킨 봄의 꽃잎 롤 불꽃놀이 아우솔 신화급 아우솔 신스킨 바루스 탑바루스
AdXFPHQyEVc,Game,LoL,아니 아직 시즌 초반인데 벌써 갈아엎어요?  초대규모 밸런싱 26.3 패치 미리보기,"?대.커.폰 S26 사전 예약 링크? https://buly.kr/EopKEAX
지금 신청 시 최대 114만원 지원!

S26 말고 다른 게 궁금하다면? ??
?휴대폰 최대 120만원
?인터넷 최대 58만원
?정수기 최대 30만원
최대 2??0??8??만원 지원!

혜택은 옆커폰!
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
안녕하세요 해도리입니다!

26.3 패치 미리보기입니다.

앞으로도 신규 정보 계속해서 업데이트 할 예정입니다.

'구독' 하시고 유익한 정보 꾸준히 받아보시길 바랍니다!

BGM : UNIVERSAL",LOL|lol|리그오브레전드|엘오엘|스킬|장인|롤 패치|롤 패치노트|롤박사 해도리|해도리|pbe|pbe 패치노트|리메이크|롤 pbe 패치노트|롤 매드무비|lck|롤챔스|페이커|롤드컵|원딜|롤 배치|롤 랭크|롤 강의|롤 영상|T1|프리시즌|롤 프리시즌|신챔|신챔프|롤 스몰더|롤 시즌|롤 아이템|롤 대격변|롤 스플릿|수락 버튼|자헨|신챔 자헨|신챔프 자헨|롤 자헨|롤 새시즌|롤 데마시아|롤 데마시아 시즌|롤 26시즌|롤 신템|롤 신규 아이템|롤 아이템 패치|마법공학 총검|해도리 데마시아|해도리 다음시즌|롤 다음시즌|롤 배치고사|아펠|아펠리오스|트린|트린다미어|그브|그레이브즈|망령의 지배자 비에고|산우잘|비에고 신스킨|비에고 고귀급|고귀급 비에고|26.3 패치|해도리 26.3|롤 26.3 패치|26.3 패치노트|요네|이즈리얼|바루스,20,2026-01-28T08:10:25Z,PT5M19S,134896,1084,940,319,LOL lol 리그오브레전드 엘오엘 스킬 장인 롤 패치 롤 패치노트 롤박사 해도리 해도리 pbe pbe 패치노트 리메이크 롤 pbe 패치노트 롤 매드무비 lck 롤챔스 페이커 롤드컵 원딜 롤 배치 롤 랭크 롤 강의 롤 영상 T1 프리시즌 롤 프리시즌 신챔 신챔프 롤 스몰더 롤 시즌 롤 아이템 롤 대격변 롤 스플릿 수락 버튼 자헨 신챔 자헨 신챔프 자헨 롤 자헨 롤 새시즌 롤 데마시아 롤 데마시아 시즌 롤 26시즌 롤 신템 롤 신규 아이템 롤 아이템 패치 마법공학 총검 해도리 데마시아 해도리 다음시즌 롤 다음시즌 롤 배치고사 아펠 아펠리오스 트린 트린다미어 그브 그레이브즈 망령의 지배자 비에고 산우잘 비에고 신스킨 비에고 고귀급 고귀급 비에고 26.3 패치 해도리 26.3 롤 26.3 패치 26.3 패치노트 요네 이즈리얼 바루스
BvvvQFCp_Gg,Game,LoL,AL vs T1 매치 하이라이트 | 녹아웃 8강 Day4 | 2025 월드 챔피언십,"#Worlds2025 #LCK #LCKWIN #GEN #HLE #KT #T1

? LIVE & LIVE VOD
- LoL e스포츠 홈페이지:  https://lolesports.com/
- 네이버: https://sports.news.naver.com/esports/index.nhn
- SOOP: https://ch.sooplive.co.kr/aflol

? LCK 채널 구독 및 좋아요!
- LCK 공식 페이스북:  https://www.facebook.com/officiallck
- LCK 공식 인스타그램:  https://www.instagram.com/lckofficial/
- LCK 공식 틱톡 : https://tiktok.com/@lck_official
- LCK 공식 트위터 (영문):  https://twitter.com/LCK

* LCK 채널의 모든 영상은 라이엇 게임즈 코리아의 자산으로, 본 콘텐츠를 무단 복제, 도용하거나 상업적으로 이용하는 행위는 금지되며 이를 위반할 경우 관련법에 의거 법적 처벌을 받을 수 있음을 알려드립니다.",LCK|LCK Korea|롤챔스|티원|에욱|SNL|LCK썸네일|편집자|스크|T1|SKT|skt|t1|썸네일|DK|GEN|DRX|KT|HLE|POG|MVP|WORLDS|롤드컵|MSI|ALLSTAR|lck 서머|lck 썸머|lck 써머|lck 스프링|lck summer|lck spring|LSB|NS|한화생명|농심|케이티|젠지|아프리카|담원|브리온|Brion|BRO|므시|올스타|매드무비|위클리 코맨터리|MIC Check|MIC 첵|롤분토론|동준좌|클템|성캐|위클리 매드무비|전프시|오프더레코드|월드챔피언십|단톡|롤더넥|마이크체크|베스트모먼트|롤리나잇|성캐쇼|LCK10주년|혓바닥터스|헬리오스|캡틴잭|빠른별|샤이|디플러스 기아|디플|플레임|시크릿보드룸|단군|꼬꼬갓|고수진|배혜지|함예진|윤수빈|노페|후니|박진영|마이크|롤즈|위클리|롤하이라이트|DNF|DN Freecs|디엔프릭스|든프|프린스|BFX|BNK FearX|분석데스크|이은빈,20,2025-10-31T12:42:00Z,PT1H18M3S,920078,0,1219,4683,LCK LCK Korea 롤챔스 티원 에욱 SNL LCK썸네일 편집자 스크 T1 SKT skt t1 썸네일 DK GEN DRX KT HLE POG MVP WORLDS 롤드컵 MSI ALLSTAR lck 서머 lck 썸머 lck 써머 lck 스프링 lck summer lck spring LSB NS 한화생명 농심 케이티 젠지 아프리카 담원 브리온 Brion BRO 므시 올스타 매드무비 위클리 코맨터리 MIC Check MIC 첵 롤분토론 동준좌 클템 성캐 위클리 매드무비 전프시 오프더레코드 월드챔피언십 단톡 롤더넥 마이크체크 베스트모먼트 롤리나잇 성캐쇼 LCK10주년 혓바닥터스 헬리오스 캡틴잭 빠른별 샤이 디플러스 기아 디플 플레임 시크릿보드룸 단군 꼬꼬갓 고수진 배혜지 함예진 윤수빈 노페 후니 박진영 마이크 롤즈 위클리 롤하이라이트 DNF DN Freecs 디엔프릭스 든프 프린스 BFX BNK FearX 분석데스크 이은빈
KZSkeVQWmU0,Game,LoL,오래된 전쟁 | 2025 시즌 3 액트 2 출시 트레일러 - 리그 오브 레전드,"최초의 땅은 오랫동안 악의 무리에 맞서 싸웠습니다. 많은 게 변했지만, 그대로인 것도 있죠.

황혼의 시험이 액트 2로 이어집니다.

25.21 패치 [10월 23일] 
- 액트 2 배틀패스
- 무작위 총력전: 아수라장
- 꿀잼 니코
- 메카 삼국 스카너
- 프레스티지 영겁의 성위 조이

25.22 패치[11월 6일] 
- 메카 삼국 오공, 다리우스
- 판다 친구 럭스
- 2025 월드 챔피언십 결승 (11월 9일)

25.23 패치[11월 20일] 
- 소환사의 협곡 겨울 맵
- 정수 상점 귀환

25.24 패치 [12월 4일] 
- 전설급 제리 및 겨울 스킨
- 비의 인도자 스킨

11월 6일부터 12월 3일까지 판매되는 '판다 친구 럭스'의 수익금 100%와 그 2배에 해당하는 매칭 기금이 임팩트애셋(ImpactAssets)에서 후원하는 기부자 조언 기금 계좌인 라이엇 게임즈 사회공헌 펀드에 기부됩니다.

? 리그 오브 레전드(LoL) 공식 페이스북
??https://www.facebook.com/LeagueofLegendsKor
? 리그 오브 레전드 회원가입 & 다운로드
?? https://kr.leagueoflegends.com/ko-kr/",yt:cc=on|리그오브레전드|리그 오브 레전드|LoL|Leagueoflegends|League of Legends|Riotgames|라이엇 게임즈,20,2025-10-22T16:00:38Z,PT1M55S,26552,184,43,115,yt:cc=on 리그오브레전드 리그 오브 레전드 LoL Leagueoflegends League of Legends Riotgames 라이엇 게임즈
